Name,Role,Market Value,Squadra
Cristiano Biraghi,"Cristiano Biraghi  




            Terzino sinistro","5,00 mln €",ACF Fiorentina
Aleksa Terzic,"Aleksa Terzic            




            Terzino sinistro","2,00 mln €",ACF Fiorentina
Dodô,"Dodô            




            Terzino destro","20,00 mln €",ACF Fiorentina
Lorenzo Venuti,"Lorenzo Venuti            




            Terzino destro","2,00 mln €",ACF Fiorentina
Michael Kayode,"Michael Kayode            




            Terzino destro",800 mila €,ACF Fiorentina
Sofyan Amrabat,"Sofyan Amrabat            




            Mediano","30,00 mln €",ACF Fiorentina
Rolando Mandragora,"Rolando Mandragora            




            Mediano","10,00 mln €",ACF Fiorentina
Lorenzo Amatucci,"Lorenzo Amatucci            




            Mediano",700 mila €,ACF Fiorentina
Gaetano Castrovilli,"Gaetano Castrovilli            




            Centrale","10,00 mln €",ACF Fiorentina
Youssef Maleh,"Youssef Maleh            




            Centrale","4,50 mln €",ACF Fiorentina
Alfred Duncan,"Alfred Duncan  




            Centrale","4,00 mln €",ACF Fiorentina
Szymon Żurkowski,"Szymon Żurkowski            




            Centrale","3,50 mln €",ACF Fiorentina
Giacomo Bonaventura,"Giacomo Bonaventura            




            Centrale","2,50 mln €",ACF Fiorentina
Marco Benassi,"Marco Benassi            




            Centrale","1,50 mln €",ACF Fiorentina
Alessandro Bianco,"Alessandro Bianco            




            Centrale",800 mila €,ACF Fiorentina
Costantino Favasuli,"Costantino Favasuli            




            Centrocampista di sinistra",200 mila €,ACF Fiorentina
Antonín Barák,"Antonín Barák            




            Trequartista","10,00 mln €",ACF Fiorentina
Riccardo Saponara,"Riccardo Saponara            




            Trequartista","2,00 mln €",ACF Fiorentina
Christian Kouamé,"Christian Kouamé            




            Ala sinistra","12,00 mln €",ACF Fiorentina
Riccardo Sottil,"Riccardo Sottil            




            Ala sinistra","8,00 mln €",ACF Fiorentina
Josip Brekalo,"Josip Brekalo            




            Ala sinistra","5,00 mln €",ACF Fiorentina
Nico González,"Nico González            




            Ala destra","30,00 mln €",ACF Fiorentina
Jonathan Ikoné,"Jonathan Ikoné            




            Ala destra","16,00 mln €",ACF Fiorentina
Filippo Distefano,"Filippo Distefano            




            Seconda punta",600 mila €,ACF Fiorentina
Arthur Cabral,"Arthur Cabral            




            Punta centrale","20,00 mln €",ACF Fiorentina
Luka Jović,"Luka Jović            




            Punta centrale","8,00 mln €",ACF Fiorentina
Andrea Consigli,"Andrea Consigli            




            Portiere","1,00 mln €",US Sassuolo
Alessandro Russo,"Alessandro Russo            




            Portiere",350 mila €,US Sassuolo
Gioele Zacchi,"Gioele Zacchi            




            Portiere",150 mila €,US Sassuolo
Gianluca Pegolo,"Gianluca Pegolo            




            Portiere",100 mila €,US Sassuolo
Martin Erlić,"Martin Erlić            




            Difensore centrale","5,00 mln €",US Sassuolo
Ruan,"Ruan            




            Difensore centrale","4,50 mln €",US Sassuolo
Gian Marco Ferrari,"Gian Marco Ferrari            




            Difensore centrale","2,00 mln €",US Sassuolo
Filippo Romagna,"Filippo Romagna            




            Difensore centrale",400 mila €,US Sassuolo
Adrian Cannavaro,"Adrian Cannavaro            




            Difensore centrale",100 mila €,US Sassuolo
Rogério,"Rogério  




            Terzino sinistro","5,50 mln €",US Sassuolo
Riccardo Marchizza,"Riccardo Marchizza            




            Terzino sinistro","1,00 mln €",US Sassuolo
Edoardo Pieragnolo,"Edoardo Pieragnolo            




            Terzino sinistro",100 mila €,US Sassuolo
Jeremy Toljan,"Jeremy Toljan            




            Terzino destro","4,50 mln €",US Sassuolo
Mert Müldür,"Mert Müldür  




            Terzino destro","4,00 mln €",US Sassuolo
Kaan Ayhan,"Kaan Ayhan            




            Terzino destro","3,70 mln €",US Sassuolo
Maxime Lopez,"Maxime Lopez            




            Mediano","15,00 mln €",US Sassuolo
Davide Frattesi,"Davide Frattesi            




            Centrale","25,00 mln €",US Sassuolo
Matheus Henrique,"Matheus Henrique  




            Centrale","10,00 mln €",US Sassuolo
Abdou Harroui,"Abdou Harroui  




            Centrale","2,70 mln €",US Sassuolo
Pedro Obiang,"Pedro Obiang            




            Centrale",800 mila €,US Sassuolo
Nadir Zortea,"Nadir Zortea            




            Centrocampista di destra","2,00 mln €",US Sassuolo
Georgios Kyriakopoulos,"Georgios Kyriakopoulos  




            Centrocampista di sinistra","3,80 mln €",US Sassuolo
Hamed Junior Traoré,"Hamed Junior Traoré            




            Trequartista","22,00 mln €",US Sassuolo
Nedim Bajrami,"Nedim Bajrami            




            Trequartista","7,50 mln €",US Sassuolo
Kristian Thorstvedt,"Kristian Thorstvedt            




            Trequartista","7,50 mln €",US Sassuolo
Kevin Bruno,"Kevin Bruno            




            Trequartista",-,US Sassuolo
Armand Laurienté,"Armand Laurienté            




            Ala sinistra","18,00 mln €",US Sassuolo
Emil Konradsen Ceide,"Emil Konradsen Ceide            




            Ala sinistra","2,50 mln €",US Sassuolo
Domenico Berardi,"Domenico Berardi            




            Ala destra","18,00 mln €",US Sassuolo
Luca D'Andrea,"Luca D'Andrea            




            Ala destra","2,50 mln €",US Sassuolo
Giacomo Raspadori,"Giacomo Raspadori            




            Seconda punta","35,00 mln €",US Sassuolo
Andrea Pinamonti,"Andrea Pinamonti            




            Punta centrale","15,00 mln €",US Sassuolo
Agustín Álvarez,"Agustín Álvarez            




            Punta centrale","8,00 mln €",US Sassuolo
Janis Antiste,"Janis Antiste            




            Punta centrale","3,00 mln €",US Sassuolo
Grégoire Defrel,"Grégoire Defrel            




            Punta centrale","1,50 mln €",US Sassuolo
Vanja Milinković-Savić,"Vanja Milinković-Savić            




            Portiere","3,50 mln €",Torino FC
Etrit Berisha,"Etrit Berisha            




            Portiere",400 mila €,Torino FC
Luca Gemello,"Luca Gemello  




            Portiere",300 mila €,Torino FC
Matteo Fiorenza,"Matteo Fiorenza            




            Portiere",50 mila €,Torino FC
Perr Schuurs,"Perr Schuurs  




            Difensore centrale","25,00 mln €",Torino FC
Wilfried Singo,"Wilfried Singo  




            Difensore centrale","12,00 mln €",Torino FC
Alessandro Buongiorno,"Alessandro Buongiorno  




            Difensore centrale","10,00 mln €",Torino FC
David Zima,"David Zima            




            Difensore centrale","5,00 mln €",Torino FC
Andreaw Gravillon,"Andreaw Gravillon  




            Difensore centrale","4,00 mln €",Torino FC
Koffi Djidji,"Koffi Djidji            




            Difensore centrale","3,00 mln €",Torino FC
Ange Caumenan N'Guessan,"Ange Caumenan N'Guessan            




            Difensore centrale",200 mila €,Torino FC
Sebas Wade,"Sebas Wade            




            Difensore centrale",10 mila €,Torino FC
Ricardo Rodríguez,"Ricardo Rodríguez            




            Terzino sinistro","3,50 mln €",Torino FC
Mërgim Vojvoda,"Mërgim Vojvoda            




            Terzino destro","4,00 mln €",Torino FC
Ola Aina,"Ola Aina            




            Terzino destro","3,50 mln €",Torino FC
Samuele Ricci,"Samuele Ricci            




            Mediano","20,00 mln €",Torino FC
Ivan Ilić,"Ivan Ilić            




            Centrale","19,00 mln €",Torino FC
Saša Lukić,"Saša Lukić            




            Centrale","12,00 mln €",Torino FC
Emirhan İlkhan,"Emirhan İlkhan  




            Centrale","4,00 mln €",Torino FC
Karol Linetty,"Karol Linetty            




            Centrale","3,50 mln €",Torino FC
Ronaldo Vieira,"Ronaldo Vieira            




            Centrale","2,00 mln €",Torino FC
Jacopo Segre,"Jacopo Segre            




            Centrale","1,70 mln €",Torino FC
Gvidas Gineitis,"Gvidas Gineitis            




            Centrale",900 mila €,Torino FC
Michel Adopo,"Michel Adopo            




            Centrale",500 mila €,Torino FC
Matthew Garbett,"Matthew Garbett            




            Centrale",300 mila €,Torino FC
Aaron Ciammaglichella,"Aaron Ciammaglichella            




            Centrale",-,Torino FC
Brian Bayeye,"Brian Bayeye            




            Centrocampista di destra",500 mila €,Torino FC
Ali Dembélé,"Ali Dembélé            




            Centrocampista di destra",200 mila €,Torino FC
Valentino Lazaro,"Valentino Lazaro            




            Centrocampista di sinistra","5,00 mln €",Torino FC
Nikola Vlašić,"Nikola Vlašić            




            Trequartista","17,00 mln €",Torino FC
Aleksey Miranchuk,"Aleksey Miranchuk            




            Trequartista","12,00 mln €",Torino FC
Nemanja Radonjić,"Nemanja Radonjić            




            Ala sinistra","4,00 mln €",Torino FC
Yann Karamoh,"Yann Karamoh            




            Ala sinistra","3,50 mln €",Torino FC
Demba Seck,"Demba Seck            




            Ala destra","2,70 mln €",Torino FC
Simone Edera,"Simone Edera            




            Ala destra",300 mila €,Torino FC
Antonio Sanabria,"Antonio Sanabria            




            Punta centrale","10,00 mln €",Torino FC
Pietro Pellegri,"Pietro Pellegri  




            Punta centrale","3,50 mln €",Torino FC
Luigi Caccavo,"Luigi Caccavo            




            Punta centrale",125 mila €,Torino FC
Marco Silvestri,"Marco Silvestri            




            Portiere","5,00 mln €",Udinese Calcio
Daniele Padelli,"Daniele Padelli            




            Portiere",200 mila €,Udinese Calcio
Edoardo Piana,"Edoardo Piana            




            Portiere",50 mila €,Udinese Calcio
Nehuén Pérez,"Nehuén Pérez            




            Difensore centrale","10,00 mln €",Udinese Calcio
Jaka Bijol,"Jaka Bijol            




            Difensore centrale","10,00 mln €",Udinese Calcio
Rodrigo Becão,"Rodrigo Becão  




            Difensore centrale","10,00 mln €",Udinese Calcio
Enzo Ebosse,"Enzo Ebosse            




            Difensore centrale","4,50 mln €",Udinese Calcio
Adam Masina,"Adam Masina            




            Difensore centrale","2,50 mln €",Udinese Calcio
Filip Benkovic,"Filip Benkovic            




            Difensore centrale","2,20 mln €",Udinese Calcio
Bram Nuytinck,"Bram Nuytinck            




            Difensore centrale","1,00 mln €",Udinese Calcio
James Abankwah,"James Abankwah            




            Difensore centrale",300 mila €,Udinese Calcio
Axel Guessand,"Axel Guessand            




            Difensore centrale",250 mila €,Udinese Calcio
Niccolò Cocetta,"Niccolò Cocetta            




            Difensore centrale",75 mila €,Udinese Calcio
Destiny Udogie,"Destiny Udogie  




            Terzino sinistro","25,00 mln €",Udinese Calcio
Leonardo Buta,"Leonardo Buta            




            Terzino sinistro","1,50 mln €",Udinese Calcio
Marvin Zeegelaar,"Marvin Zeegelaar            




            Terzino sinistro",400 mila €,Udinese Calcio
Brandon Soppy,"Brandon Soppy            




            Terzino destro","9,00 mln €",Udinese Calcio
Kingsley Ehizibue,"Kingsley Ehizibue            




            Terzino destro","2,50 mln €",Udinese Calcio
Walace,"Walace  




            Mediano","7,00 mln €",Udinese Calcio
Mato Jajalo,"Mato Jajalo  




            Mediano",250 mila €,Udinese Calcio
Riccardo Castagnaviz,"Riccardo Castagnaviz            




            Mediano",50 mila €,Udinese Calcio
Lazar Samardžić,"Lazar Samardžić            




            Centrale","14,00 mln €",Udinese Calcio
Jean-Victor Makengo,"Jean-Victor Makengo            




            Centrale","10,00 mln €",Udinese Calcio
Sandi Lovrić,"Sandi Lovrić            




            Centrale","10,00 mln €",Udinese Calcio
Roberto Pereyra,"Roberto Pereyra            




            Centrale","6,00 mln €",Udinese Calcio
Martin Palumbo,"Martin Palumbo            




            Centrale",700 mila €,Udinese Calcio
Matteo Bassi,"Matteo Bassi            




            Centrale",10 mila €,Udinese Calcio
Festy Ebosele,"Festy Ebosele            




            Centrocampista di destra","3,50 mln €",Udinese Calcio
Simone Pafundi,"Simone Pafundi            




            Trequartista","8,00 mln €",Udinese Calcio
Tolgay Arslan,"Tolgay Arslan            




            Trequartista","1,40 mln €",Udinese Calcio
Alberto Centis,"Alberto Centis            




            Trequartista",75 mila €,Udinese Calcio
Florian Thauvin,"Florian Thauvin  




            Ala destra","3,50 mln €",Udinese Calcio
Diego Russo,"Diego Russo            




            Ala destra",-,Udinese Calcio
Beto,"Beto            




            Punta centrale","25,00 mln €",Udinese Calcio
Gerard Deulofeu,"Gerard Deulofeu  




            Punta centrale","10,00 mln €",Udinese Calcio
Isaac Success,"Isaac Success            




            Punta centrale","4,00 mln €",Udinese Calcio
Vivaldo Semedo,"Vivaldo Semedo            




            Punta centrale",500 mila €,Udinese Calcio
Ilija Nestorovski,"Ilija Nestorovski            




            Punta centrale",400 mila €,Udinese Calcio
Lukasz Skorupski,"Lukasz Skorupski            




            Portiere","3,50 mln €",Bologna FC
Federico Ravaglia,"Federico Ravaglia            




            Portiere",450 mila €,Bologna FC
Francesco Bardi,"Francesco Bardi            




            Portiere",400 mila €,Bologna FC
Nicola Bagnolini,"Nicola Bagnolini            




            Portiere",200 mila €,Bologna FC
Francesco Raffaelli,"Francesco Raffaelli            




            Portiere",-,Bologna FC
Jhon Lucumí,"Jhon Lucumí            




            Difensore centrale","12,00 mln €",Bologna FC
Joaquín Sosa,"Joaquín Sosa            




            Difensore centrale","3,00 mln €",Bologna FC
Adama Soumaoro,"Adama Soumaoro            




            Difensore centrale","3,00 mln €",Bologna FC
Kevin Bonifazi,"Kevin Bonifazi            




            Difensore centrale","2,80 mln €",Bologna FC
Gary Medel,"Gary Medel            




            Difensore centrale",800 mila €,Bologna FC
Wisdom Amey,"Wisdom Amey            




            Difensore centrale",700 mila €,Bologna FC
Matteo Angeli,"Matteo Angeli            




            Difensore centrale",450 mila €,Bologna FC
Riccardo Stivanello,"Riccardo Stivanello  




            Difensore centrale",250 mila €,Bologna FC
Mattia Motolese,"Mattia Motolese            




            Difensore centrale",125 mila €,Bologna FC
Andrea Cambiaso,"Andrea Cambiaso            




            Terzino sinistro","8,00 mln €",Bologna FC
Charalampos Lykogiannis,"Charalampos Lykogiannis            




            Terzino sinistro","1,00 mln €",Bologna FC
Stefan Posch,"Stefan Posch  




            Terzino destro","14,00 mln €",Bologna FC
Denso Kasius,"Denso Kasius            




            Terzino destro","1,70 mln €",Bologna FC
Lorenzo De Silvestri,"Lorenzo De Silvestri            




            Terzino destro",400 mila €,Bologna FC
Ibrahima Mbaye,"Ibrahima Mbaye            




            Terzino destro",300 mila €,Bologna FC
Jerdy Schouten,"Jerdy Schouten            




            Mediano","12,00 mln €",Bologna FC
Nikola Moro,"Nikola Moro            




            Mediano","6,50 mln €",Bologna FC
Nicolás Domínguez,"Nicolás Domínguez            




            Centrale","17,00 mln €",Bologna FC
Michel Aebischer,"Michel Aebischer            




            Centrale","4,00 mln €",Bologna FC
Niklas Pyyhtiä,"Niklas Pyyhtiä            




            Centrale",600 mila €,Bologna FC
Kacper Urbanski,"Kacper Urbanski            




            Centrale",600 mila €,Bologna FC
Kingsley Michael,"Kingsley Michael            




            Centrale",250 mila €,Bologna FC
Georgios Kyriakopoulos,"Georgios Kyriakopoulos  




            Centrocampista di sinistra","3,80 mln €",Bologna FC
Lewis Ferguson,"Lewis Ferguson  




            Trequartista","12,00 mln €",Bologna FC
Roberto Soriano,"Roberto Soriano            




            Trequartista","2,50 mln €",Bologna FC
Musa Barrow,"Musa Barrow            




            Ala sinistra","11,00 mln €",Bologna FC
Nicola Sansone,"Nicola Sansone            




            Ala sinistra","1,50 mln €",Bologna FC
Riccardo Orsolini,"Riccardo Orsolini            




            Ala destra","12,00 mln €",Bologna FC
Emanuel Vignato,"Emanuel Vignato            




            Ala destra","2,00 mln €",Bologna FC
Orji Okwonkwo,"Orji Okwonkwo            




            Ala destra",-,Bologna FC
Joshua Zirkzee,"Joshua Zirkzee            




            Punta centrale","9,00 mln €",Bologna FC
Marko Arnautovic,"Marko Arnautovic            




            Punta centrale","5,00 mln €",Bologna FC
Antonio Raimondo,"Antonio Raimondo            




            Punta centrale",800 mila €,Bologna FC
Michele Di Gregorio,"Michele Di Gregorio            




            Portiere","8,00 mln €",AC Monza
Alessio Cragno,"Alessio Cragno            




            Portiere","3,00 mln €",AC Monza
Alessandro Sorrentino,"Alessandro Sorrentino            




            Portiere",500 mila €,AC Monza
Eugenio Lamanna,"Eugenio Lamanna            




            Portiere",100 mila €,AC Monza
Marlon,"Marlon            




            Difensore centrale","6,00 mln €",AC Monza
Pablo Marí,"Pablo Marí  




            Difensore centrale","5,00 mln €",AC Monza
Andrea Carboni,"Andrea Carboni            




            Difensore centrale","4,00 mln €",AC Monza
Armando Izzo,"Armando Izzo            




            Difensore centrale","3,00 mln €",AC Monza
Luca Caldirola,"Luca Caldirola  




            Difensore centrale","1,50 mln €",AC Monza
Valentin Antov,"Valentin Antov            




            Difensore centrale",800 mila €,AC Monza
Luca Marrone,"Luca Marrone  




            Difensore centrale",200 mila €,AC Monza
Sheriff Kassama,"Sheriff Kassama            




            Difensore centrale",150 mila €,AC Monza
Gabriel Paletta,"Gabriel Paletta            




            Difensore centrale",-,AC Monza
Andrea Ranocchia,"Andrea Ranocchia            




            Difensore centrale",-,AC Monza
Carlos Augusto,"Carlos Augusto            




            Terzino sinistro","15,00 mln €",AC Monza
Franco Carboni,"Franco Carboni            




            Terzino sinistro","1,00 mln €",AC Monza
Samuele Birindelli,"Samuele Birindelli            




            Terzino destro","2,30 mln €",AC Monza
Gabriele Ferrarini,"Gabriele Ferrarini  




            Terzino destro",550 mila €,AC Monza
Giulio Donati,"Giulio Donati            




            Terzino destro",500 mila €,AC Monza
Nicolò Rovella,"Nicolò Rovella            




            Mediano","18,00 mln €",AC Monza
Andrea Barberis,"Andrea Barberis            




            Mediano",800 mila €,AC Monza
Antonis Siatounis,"Antonis Siatounis            




            Mediano",75 mila €,AC Monza
Leonardo Colombo,"Leonardo Colombo            




            Mediano",-,AC Monza
Matteo Pessina,"Matteo Pessina   




            Centrale","15,00 mln €",AC Monza
Stefano Sensi,"Stefano Sensi            




            Centrale","8,00 mln €",AC Monza
Filippo Ranocchia,"Filippo Ranocchia            




            Centrale","1,80 mln €",AC Monza
José Machín,"José Machín            




            Centrale","1,50 mln €",AC Monza
Mattia Valoti,"Mattia Valoti            




            Centrale","1,50 mln €",AC Monza
Warren Bondo,"Warren Bondo            




            Centrale",700 mila €,AC Monza
Patrick Ciurria,"Patrick Ciurria            




            Centrocampista di destra","5,00 mln €",AC Monza
Salvatore Molina,"Salvatore Molina            




            Centrocampista di destra",650 mila €,AC Monza
Andrea Colpani,"Andrea Colpani            




            Trequartista","4,00 mln €",AC Monza
Samuele Vignato,"Samuele Vignato  




            Trequartista",600 mila €,AC Monza
Andrea Ferraris,"Andrea Ferraris            




            Ala sinistra",100 mila €,AC Monza
Marco D'Alessandro,"Marco D'Alessandro            




            Ala destra",700 mila €,AC Monza
Gianluca Caprari,"Gianluca Caprari            




            Seconda punta","8,00 mln €",AC Monza
Dany Mota,"Dany Mota  




            Seconda punta","6,00 mln €",AC Monza
Andrea Petagna,"Andrea Petagna            




            Punta centrale","10,00 mln €",AC Monza
Christian Gytkjaer,"Christian Gytkjaer            




            Punta centrale",800 mila €,AC Monza
Mirko Maric,"Mirko Maric            




            Punta centrale",800 mila €,AC Monza
Leo dos Reis,"Leo dos Reis            




            Punta centrale",75 mila €,AC Monza
Guglielmo Vicario,"Guglielmo Vicario  




            Portiere","16,00 mln €",Empoli FC
Samuele Perisan,"Samuele Perisan            




            Portiere",800 mila €,Empoli FC
Jacopo Furlan,"Jacopo Furlan            




            Portiere",200 mila €,Empoli FC
Lovro Stubljar,"Lovro Stubljar            




            Portiere",200 mila €,Empoli FC
Samir Ujkani,"Samir Ujkani            




            Portiere",100 mila €,Empoli FC
Gian Marco Fantoni,"Gian Marco Fantoni            




            Portiere",50 mila €,Empoli FC
Jacopo Seghetti,"Jacopo Seghetti            




            Portiere",-,Empoli FC
Koni De Winter,"Koni De Winter            




            Difensore centrale","4,00 mln €",Empoli FC
Ardian Ismajli,"Ardian Ismajli            




            Difensore centrale","3,50 mln €",Empoli FC
Sebastian Walukiewicz,"Sebastian Walukiewicz  




            Difensore centrale","3,00 mln €",Empoli FC
Sebastiano Luperto,"Sebastiano Luperto            




            Difensore centrale","3,00 mln €",Empoli FC
Gabriele Guarino,"Gabriele Guarino            




            Difensore centrale",800 mila €,Empoli FC
Lorenzo Tonelli,"Lorenzo Tonelli            




            Difensore centrale",500 mila €,Empoli FC
Gabriele Indragoli,"Gabriele Indragoli            




            Difensore centrale",100 mila €,Empoli FC
Fabiano Parisi,"Fabiano Parisi            




            Terzino sinistro","10,00 mln €",Empoli FC
Liberato Cacace,"Liberato Cacace            




            Terzino sinistro","2,00 mln €",Empoli FC
Samuele Angori,"Samuele Angori            




            Terzino sinistro",200 mila €,Empoli FC
Tyronne Ebuehi,"Tyronne Ebuehi            




            Terzino destro","2,50 mln €",Empoli FC
Petar Stojanović,"Petar Stojanović            




            Terzino destro","2,30 mln €",Empoli FC
Răzvan Marin,"Răzvan Marin            




            Mediano","8,00 mln €",Empoli FC
Alberto Grassi,"Alberto Grassi            




            Mediano","2,00 mln €",Empoli FC
Leo Stulac,"Leo Stulac            




            Mediano","1,00 mln €",Empoli FC
Duccio Degli Innocenti,"Duccio Degli Innocenti            




            Mediano",500 mila €,Empoli FC
Jacopo Fazzini,"Jacopo Fazzini            




            Centrale","3,50 mln €",Empoli FC
Filippo Bandinelli,"Filippo Bandinelli            




            Centrale","3,50 mln €",Empoli FC
Liam Henderson,"Liam Henderson            




            Centrale","2,50 mln €",Empoli FC
Nicolas Haas,"Nicolas Haas  




            Centrale","2,00 mln €",Empoli FC
Jean-Daniel Akpa Akpro,"Jean-Daniel Akpa Akpro            




            Centrale","1,50 mln €",Empoli FC
Giovanni Crociata,"Giovanni Crociata            




            Centrale",750 mila €,Empoli FC
Lorenzo Ignacchiti,"Lorenzo Ignacchiti  




            Centrale",250 mila €,Empoli FC
Alessandro Renzi,"Alessandro Renzi            




            Centrale",175 mila €,Empoli FC
Tommaso Baldanzi,"Tommaso Baldanzi            




            Trequartista","15,00 mln €",Empoli FC
Nedim Bajrami,"Nedim Bajrami            




            Trequartista","7,50 mln €",Empoli FC
Marko Pjaca,"Marko Pjaca            




            Ala sinistra","1,70 mln €",Empoli FC
Emmanuel Ekong,"Emmanuel Ekong            




            Ala sinistra",250 mila €,Empoli FC
Emanuel Vignato,"Emanuel Vignato            




            Ala destra","2,00 mln €",Empoli FC
Davide Merola,"Davide Merola            




            Ala destra",400 mila €,Empoli FC
Nicolò Cambiaghi,"Nicolò Cambiaghi  




            Seconda punta","8,00 mln €",Empoli FC
Martín Satriano,"Martín Satriano  




            Punta centrale","7,00 mln €",Empoli FC
Roberto Piccoli,"Roberto Piccoli            




            Punta centrale","3,50 mln €",Empoli FC
Sam Lammers,"Sam Lammers            




            Punta centrale","2,00 mln €",Empoli FC
Francesco Caputo,"Francesco Caputo            




            Punta centrale","1,50 mln €",Empoli FC
Mattia Destro,"Mattia Destro            




            Punta centrale","1,30 mln €",Empoli FC
Herculano Nabian,"Herculano Nabian            




            Punta centrale",450 mila €,Empoli FC
Lorenzo Montipò,"Lorenzo Montipò            




            Portiere","4,00 mln €",Hellas Verona
Simone Perilli,"Simone Perilli            




            Portiere",200 mila €,Hellas Verona
Mattia Chiesa,"Mattia Chiesa            




            Portiere",100 mila €,Hellas Verona
Alessandro Berardi,"Alessandro Berardi            




            Portiere",50 mila €,Hellas Verona
Giacomo Toniolo,"Giacomo Toniolo            




            Portiere",10 mila €,Hellas Verona
Manuel Ravasio,"Manuel Ravasio            




            Portiere",-,Hellas Verona
